Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_range,Distance,Att_rate
30,No,Non-Travel,Research & Development,9,3,Medical,1,3,Male,Laboratory Technician,Divorced,3072,1,No,11,12,3,12,9,6,10,29-38,nearby,0
45,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3,Female,Sales Executive,Divorced,5006,4,Yes,11,9,4,5,4,0,3,39-48,Very nearby,0
56,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,3,Female,Research Scientist,Divorced,4257,4,Yes,18,19,3,2,2,2,2,49-58,Very nearby,0
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Male,Research Scientist,Single,2500,0,No,14,4,4,3,1,0,2,29-38,Very nearby,0
19,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,2,Male,Laboratory Technician,Single,1102,1,No,22,1,2,1,0,1,0,18-28,Very nearby,1
46,No,Travel_Rarely,Sales,1,2,Marketing,1,2,Female,Sales Executive,Divorced,10453,1,No,25,24,3,24,13,15,7,39-48,Very nearby,0
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,3,Female,Laboratory Technician,Single,2288,1,No,12,2,3,2,2,2,1,39-48,nearby,0
31,No,Travel_Rarely,Research & Development,12,1,Medical,1,3,Female,Research Scientist,Married,3929,8,Yes,23,7,3,4,2,0,2,29-38,nearby,0
34,No,Travel_Rarely,Research & Development,27,2,Medical,1,4,Female,Research Scientist,Single,2311,2,No,15,9,3,3,2,1,2,29-38,very far,0
41,Yes,Travel_Rarely,Sales,20,2,Marketing,1,2,Female,Sales Representative,Single,3140,1,Yes,22,4,2,4,3,0,2,39-48,far,1
50,No,Travel_Rarely,Research & Development,1,3,Medical,1,3,Male,Laboratory Technician,Married,3690,2,No,15,5,2,3,2,0,2,49-58,Very nearby,0
53,No,Travel_Rarely,Research & Development,13,2,Medical,1,4,Female,Manufacturing Director,Divorced,4450,1,No,11,5,3,4,2,1,3,49-58,nearby,0
33,No,Travel_Rarely,Research & Development,14,3,Medical,1,4,Female,Research Scientist,Married,2756,1,No,13,8,3,8,7,1,6,29-38,nearby,0
40,No,Travel_Rarely,Research & Development,4,1,Medical,1,4,Female,Manager,Married,19033,1,No,14,21,3,20,8,9,9,39-48,Very nearby,0
55,No,Travel_Rarely,Research & Development,14,4,Medical,1,3,Male,Research Director,Single,18722,8,No,11,36,3,24,15,2,15,49-58,nearby,0
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,4,Male,Manufacturing Director,Married,9547,1,No,17,10,2,10,9,1,9,29-38,Very nearby,0
51,No,Travel_Rarely,Research & Development,3,3,Medical,1,4,Female,Healthcare Representative,Single,13734,3,No,18,21,3,7,7,1,0,49-58,Very nearby,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3,Male,Manager,Married,19999,0,No,14,34,3,33,18,11,9,49-58,Very nearby,0
27,No,Travel_Rarely,Research & Development,9,3,Medical,1,4,Female,Research Scientist,Single,2279,1,No,16,7,2,7,7,0,3,18-28,nearby,0
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,1,2,Male,Manufacturing Director,Married,5916,3,Yes,13,8,3,1,0,0,1,29-38,far,1
43,No,Non-Travel,Research & Development,7,3,Medical,1,4,Male,Research Scientist,Divorced,2089,4,No,14,7,4,5,4,2,2,39-48,Very nearby,0
45,No,Non-Travel,Research & Development,2,2,Medical,1,1,Male,Manager,Married,16792,9,No,23,22,3,20,8,11,8,39-48,Very nearby,0
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,1,2,Male,Research Scientist,Married,3564,1,Yes,12,8,2,8,7,1,7,29-38,far,0
35,No,Travel_Frequently,Research & Development,2,3,Medical,1,2,Female,Laboratory Technician,Single,4425,5,No,11,10,3,6,2,1,2,29-38,Very nearby,0
42,No,Non-Travel,Research & Development,21,2,Medical,1,3,Female,Manufacturing Director,Divorced,5265,2,No,16,11,3,5,3,0,2,39-48,far,0
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4,Male,Manufacturing Director,Married,6553,9,No,14,14,3,1,0,0,0,39-48,Very nearby,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,4,Male,Manufacturing Director,Married,6261,3,No,18,9,1,7,7,1,7,39-48,very far,0
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,1,3,Male,Manufacturing Director,Married,4298,5,No,19,6,3,2,2,2,0,18-28,Very nearby,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,1,4,Male,Manufacturing Director,Divorced,6804,1,Yes,15,7,3,7,7,1,7,49-58,far,0
34,No,Travel_Frequently,Research & Development,10,4,Medical,1,4,Male,Research Scientist,Divorced,3815,1,Yes,17,5,4,5,3,2,0,29-38,nearby,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,1,3,Male,Laboratory Technician,Married,2741,8,Yes,15,15,4,7,2,3,7,39-48,far,0
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,1,2,Male,Healthcare Representative,Married,6673,7,Yes,19,17,3,1,0,0,0,39-48,very far,1
29,Yes,Travel_Rarely,Sales,27,3,Marketing,1,2,Female,Sales Executive,Married,7639,1,No,22,10,2,10,4,1,9,29-38,very far,1
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,4,Male,Research Scientist,Divorced,2328,1,Yes,16,4,2,4,2,2,2,18-28,Very nearby,0
36,No,Travel_Frequently,Research & Development,18,1,Medical,1,2,Female,Laboratory Technician,Single,2153,1,No,13,8,3,8,1,1,7,29-38,far,0
40,No,Non-Travel,Research & Development,9,5,Life Sciences,1,4,Male,Healthcare Representative,Married,4876,9,No,14,5,1,3,2,0,2,39-48,nearby,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,4,Male,Healthcare Representative,Divorced,9396,7,No,16,17,3,4,2,0,3,39-48,Very nearby,0
32,Yes,Travel_Rarely,Sales,4,4,Medical,1,4,Male,Sales Executive,Married,10400,1,No,11,14,2,14,8,9,8,29-38,Very nearby,1
30,No,Non-Travel,Research & Development,1,1,Life Sciences,1,3,Male,Manufacturing Director,Single,8474,1,No,22,12,3,11,8,5,8,29-38,Very nearby,0
27,No,Travel_Frequently,Sales,20,3,Life Sciences,1,4,Female,Sales Executive,Single,9981,1,No,14,7,3,7,7,0,7,18-28,far,0
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,2,Male,Research Director,Married,12490,5,No,16,16,1,10,9,4,7,49-58,Very nearby,0
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,1,4,Female,Research Scientist,Single,2657,5,Yes,11,8,3,5,2,0,4,29-38,Very nearby,1
41,No,Travel_Rarely,Sales,6,3,Life Sciences,1,4,Female,Manager,Single,13591,3,Yes,18,16,3,1,0,0,0,39-48,Very nearby,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,1,3,Female,Sales Executive,Single,6696,5,No,15,9,2,6,3,0,1,29-38,far,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,3,Male,Research Scientist,Single,2058,0,No,14,7,2,6,2,1,5,29-38,Very nearby,1
45,No,Non-Travel,Sales,6,3,Medical,1,4,Female,Sales Executive,Single,8865,6,No,12,23,3,19,7,12,8,39-48,Very nearby,0
54,No,Travel_Rarely,Sales,3,3,Marketing,1,4,Female,Sales Executive,Married,5940,2,No,14,16,3,6,2,0,5,49-58,Very nearby,0
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,4,Male,Laboratory Technician,Single,5914,8,No,16,16,4,13,11,3,7,29-38,Very nearby,0
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,3,Female,Research Scientist,Married,2622,6,No,21,7,3,3,2,1,1,29-38,Very nearby,0
37,No,Travel_Frequently,Research & Development,11,3,Other,1,2,Male,Research Director,Divorced,12185,1,Yes,14,10,3,10,8,0,7,29-38,nearby,0
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,1,Male,Sales Executive,Divorced,10609,0,No,12,17,2,16,10,5,13,39-48,Very nearby,0
31,No,Non-Travel,Research & Development,1,4,Medical,1,3,Male,Manufacturing Director,Married,4345,0,No,12,6,3,5,4,1,4,29-38,Very nearby,0
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,Male,Research Scientist,Married,2177,3,No,17,7,3,1,0,0,0,59-68,Very nearby,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,1,Male,Sales Representative,Divorced,2793,4,No,17,13,3,9,8,5,8,29-38,Very nearby,0
29,No,Travel_Frequently,Sales,1,1,Medical,1,2,Female,Sales Executive,Married,7918,1,No,14,11,3,11,10,4,1,29-38,Very nearby,0
35,No,Travel_Frequently,Sales,1,3,Marketing,1,3,Female,Sales Executive,Single,8789,1,No,14,10,4,10,7,0,8,29-38,Very nearby,0
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,3,Male,Research Scientist,Single,2389,1,Yes,13,4,2,4,3,0,1,29-38,far,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3,Female,Laboratory Technician,Single,3212,7,No,15,6,2,2,2,2,2,49-58,Very nearby,0
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1,3,Male,Manager,Married,19232,1,No,11,22,3,22,17,11,15,39-48,Very nearby,0
59,No,Travel_Rarely,Human Resources,6,2,Medical,1,2,Male,Human Resources,Married,2267,8,No,17,7,2,2,2,2,2,59-68,Very nearby,0
50,No,Travel_Rarely,Sales,1,4,Medical,1,4,Female,Manager,Divorced,19517,3,No,11,32,2,7,0,0,6,49-58,Very nearby,0
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,1,3,Male,Laboratory Technician,Married,2436,5,Yes,13,8,1,5,4,0,4,29-38,nearby,1
43,No,Travel_Rarely,Sales,16,3,Marketing,1,4,Female,Manager,Married,16064,5,Yes,22,22,3,17,13,1,9,39-48,nearby,0
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1,Female,Laboratory Technician,Married,2707,7,No,20,13,4,9,7,1,7,29-38,Very nearby,1
52,No,Non-Travel,Sales,2,4,Life Sciences,1,1,Male,Manager,Single,19068,1,Yes,18,33,4,33,7,15,12,49-58,Very nearby,0
32,No,Travel_Rarely,Sales,4,2,Life Sciences,1,3,Female,Sales Representative,Married,3931,2,No,11,6,3,4,3,1,2,29-38,Very nearby,0
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Male,Laboratory Technician,Single,3730,0,Yes,14,4,1,3,2,1,2,29-38,Very nearby,1
39,No,Travel_Rarely,Research & Development,1,4,Medical,1,3,Female,Laboratory Technician,Divorced,2232,7,No,14,7,3,3,2,1,2,39-48,Very nearby,0
32,No,Non-Travel,Sales,26,4,Marketing,1,3,Male,Sales Executive,Married,4465,0,No,18,4,3,3,2,2,2,29-38,far,0
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,1,3,Male,Research Scientist,Divorced,3072,2,No,16,17,2,1,0,0,0,39-48,far,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,1,Male,Research Scientist,Divorced,3319,1,No,17,9,3,9,8,4,7,39-48,far,0
45,No,Travel_Rarely,Research & Development,1,3,Other,1,3,Male,Manager,Married,19202,0,No,11,25,3,24,0,1,7,39-48,Very nearby,0
31,No,Travel_Frequently,Research & Development,3,4,Medical,1,2,Male,Research Director,Divorced,13675,9,No,12,9,3,2,2,2,2,29-38,Very nearby,0
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3,Female,Research Scientist,Married,2911,1,No,13,2,2,2,2,0,2,29-38,Very nearby,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4,Male,Manufacturing Director,Married,5957,6,No,13,13,3,11,9,5,9,29-38,Very nearby,0
37,No,Travel_Rarely,Research & Development,1,2,Medical,1,3,Female,Research Scientist,Married,3920,2,No,14,17,2,3,1,0,2,29-38,Very nearby,0
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1,Male,Manufacturing Director,Married,6434,4,No,17,9,3,3,2,0,2,39-48,Very nearby,0
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,1,Male,Manufacturing Director,Divorced,10048,6,No,11,17,3,1,0,0,0,29-38,nearby,1
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,3,Female,Healthcare Representative,Single,10938,0,No,25,20,3,19,6,11,8,39-48,Very nearby,0
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,3,Male,Research Scientist,Single,2340,1,No,19,6,3,6,5,1,5,29-38,nearby,0
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,1,4,Female,Research Scientist,Single,6545,3,Yes,13,10,3,3,2,0,2,39-48,nearby,0
29,No,Travel_Rarely,Sales,20,2,Marketing,1,4,Male,Sales Executive,Divorced,6931,2,No,14,10,3,3,2,0,2,29-38,far,0
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1,Female,Manufacturing Director,Married,4898,0,No,12,5,3,4,2,1,2,18-28,Very nearby,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,4,Female,Laboratory Technician,Divorced,2593,0,Yes,11,10,3,9,6,7,8,39-48,Very nearby,0
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,1,Male,Research Director,Divorced,19436,0,No,19,22,3,21,7,3,9,39-48,Very nearby,0
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,3,Male,Research Scientist,Married,2723,1,No,11,1,2,1,0,0,0,49-58,Very nearby,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,1,3,Male,Laboratory Technician,Single,3479,0,No,11,6,4,5,4,1,4,29-38,very far,1
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,2,Male,Laboratory Technician,Married,2794,1,No,20,5,1,5,1,0,3,29-38,Very nearby,0
38,No,Non-Travel,Sales,2,2,Life Sciences,1,4,Male,Sales Executive,Married,5249,3,No,18,13,3,8,7,7,5,39-48,Very nearby,0
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,4,Male,Laboratory Technician,Single,2176,4,No,13,9,3,6,2,0,4,29-38,Very nearby,0
46,No,Travel_Rarely,Sales,2,3,Technical Degree,1,3,Female,Manager,Married,16872,3,Yes,12,28,2,7,7,7,7,39-48,Very nearby,0
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1,Male,Laboratory Technician,Single,3485,2,No,11,5,1,0,0,0,0,29-38,Very nearby,1
29,No,Travel_Rarely,Sales,2,3,Medical,1,1,Male,Sales Executive,Married,6644,2,No,19,10,3,0,0,0,0,29-38,Very nearby,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,1,2,Male,Healthcare Representative,Married,5582,0,No,21,10,3,9,0,7,8,29-38,far,0
25,No,Non-Travel,Research & Development,5,2,Life Sciences,1,2,Male,Healthcare Representative,Divorced,4000,1,No,12,6,3,6,3,1,5,18-28,Very nearby,0
45,No,Travel_Rarely,Research & Development,20,2,Medical,1,3,Male,Healthcare Representative,Married,13496,0,Yes,14,21,3,20,7,4,10,39-48,far,0
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,1,4,Male,Laboratory Technician,Married,3210,0,No,11,16,3,15,13,10,11,29-38,Very nearby,0
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,4,Male,Manager,Single,19045,0,Yes,14,37,3,36,10,4,13,49-58,Very nearby,0
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,1,Male,Manager,Married,11849,1,Yes,12,10,2,10,7,9,9,39-48,very far,1
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,4,Male,Research Scientist,Married,2070,1,No,23,5,2,5,2,0,4,29-38,nearby,0
37,No,Travel_Rarely,Sales,6,4,Medical,1,3,Male,Sales Executive,Married,6502,4,No,14,7,4,5,4,0,1,29-38,Very nearby,0
21,No,Travel_Rarely,Research & Development,3,2,Medical,1,4,Male,Research Scientist,Single,3230,1,No,17,3,4,3,2,1,0,18-28,Very nearby,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,1,Female,Research Director,Divorced,13603,2,Yes,18,15,3,5,2,0,2,29-38,Very nearby,0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,1,2,Female,Manager,Divorced,11996,7,No,18,10,2,7,7,6,2,29-38,far,0
38,No,Travel_Rarely,Sales,7,2,Medical,1,1,Female,Sales Executive,Divorced,5605,1,Yes,24,8,3,8,0,7,7,39-48,Very nearby,0
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,1,3,Female,Manufacturing Director,Divorced,6397,1,No,20,6,1,6,5,1,4,18-28,Very nearby,0
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,1,Male,Research Director,Divorced,19144,3,No,14,28,2,10,4,1,6,49-58,Very nearby,0
53,No,Travel_Rarely,Research & Development,3,4,Medical,1,3,Male,Research Director,Married,17584,3,Yes,16,21,2,5,3,1,3,49-58,Very nearby,0
42,No,Travel_Rarely,Sales,1,1,Life Sciences,1,2,Male,Sales Executive,Married,4907,1,No,25,20,3,20,16,11,6,39-48,Very nearby,0
29,No,Travel_Frequently,Sales,2,2,Life Sciences,1,2,Male,Sales Executive,Single,4554,1,No,18,10,2,10,7,0,9,29-38,Very nearby,0
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,1,2,Male,Laboratory Technician,Married,5415,3,Yes,19,12,3,10,7,0,8,49-58,far,0
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,1,Male,Healthcare Representative,Married,4741,1,Yes,13,5,3,5,3,3,3,18-28,nearby,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4,Female,Research Scientist,Single,2115,1,No,12,17,3,17,12,5,7,29-38,Very nearby,0
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,1,4,Male,Laboratory Technician,Divorced,3161,3,Yes,22,19,1,1,0,0,0,39-48,far,1
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,1,4,Male,Healthcare Representative,Divorced,5745,9,No,14,10,3,2,2,1,2,39-48,far,0
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,1,Male,Laboratory Technician,Divorced,2373,2,Yes,13,5,3,3,2,0,2,18-28,nearby,1
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,1,4,Female,Research Scientist,Single,3310,1,No,21,5,3,5,3,0,2,29-38,Very nearby,0
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,3,Female,Research Director,Single,18665,9,Yes,11,22,3,3,2,1,2,49-58,nearby,0
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3,Male,Research Scientist,Single,4485,4,No,12,10,3,8,0,7,7,29-38,Very nearby,0
31,No,Travel_Frequently,Sales,5,3,Marketing,1,4,Female,Sales Representative,Divorced,2789,1,No,11,2,2,2,2,2,2,29-38,Very nearby,0
26,Yes,Travel_Rarely,Sales,4,4,Marketing,1,4,Male,Sales Executive,Single,5828,1,Yes,12,8,3,8,7,7,4,18-28,Very nearby,1
37,No,Travel_Frequently,Research & Development,9,3,Medical,1,2,Male,Research Scientist,Married,2326,1,Yes,12,4,2,4,2,1,2,29-38,nearby,0
42,No,Travel_Frequently,Sales,26,3,Marketing,1,3,Female,Sales Executive,Married,13525,5,No,14,23,4,20,4,4,8,39-48,far,0
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,1,3,Male,Laboratory Technician,Single,1420,1,No,13,0,3,0,0,0,0,18-28,Very nearby,1
35,No,Travel_Rarely,Sales,16,3,Marketing,1,3,Male,Sales Executive,Married,8020,0,No,15,12,2,11,9,6,9,29-38,nearby,0
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,1,3,Male,Laboratory Technician,Married,3688,4,No,18,4,3,1,0,0,0,29-38,far,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,1,4,Male,Manufacturing Director,Divorced,5482,5,No,18,13,3,4,1,1,2,49-58,Very nearby,0
41,No,Travel_Rarely,Sales,2,4,Life Sciences,1,4,Male,Manager,Single,16015,1,No,19,22,3,22,10,0,4,39-48,Very nearby,0
18,No,Travel_Rarely,Sales,10,3,Medical,1,4,Female,Sales Representative,Single,1200,1,No,12,0,3,0,0,0,0,18-28,nearby,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,1,2,Male,Healthcare Representative,Single,5661,0,No,19,9,3,8,3,0,7,29-38,nearby,0
31,No,Travel_Rarely,Sales,7,3,Technical Degree,1,2,Male,Sales Executive,Married,6929,4,No,11,10,2,8,7,7,7,29-38,Very nearby,0
39,No,Travel_Rarely,Research & Development,1,3,Medical,1,3,Male,Healthcare Representative,Divorced,9613,0,No,17,19,2,18,10,3,7,39-48,Very nearby,0
36,No,Non-Travel,Research & Development,24,4,Life Sciences,1,2,Female,Laboratory Technician,Married,5674,7,No,15,11,3,9,8,0,8,29-38,far,0
32,No,Travel_Rarely,Sales,7,3,Life Sciences,1,4,Male,Sales Executive,Married,5484,1,No,14,13,2,13,8,4,8,29-38,Very nearby,0
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1,Female,Research Director,Married,12061,3,No,17,19,3,10,8,0,1,39-48,far,0
58,No,Non-Travel,Research & Development,1,4,Life Sciences,1,4,Male,Healthcare Representative,Divorced,5660,2,Yes,13,12,3,5,3,1,2,59-68,Very nearby,0
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,3,Male,Research Scientist,Married,4821,0,Yes,12,6,3,5,2,0,3,29-38,Very nearby,0
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,1,Male,Human Resources,Married,6410,3,No,12,9,3,2,2,1,0,29-38,Very nearby,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,1,Male,Laboratory Technician,Divorced,5210,1,No,18,24,3,24,9,9,11,39-48,Very nearby,0
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3,Male,Research Scientist,Divorced,2695,0,Yes,18,3,1,2,2,2,2,29-38,Very nearby,0
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,1,4,Female,Manager,Married,11878,6,No,11,12,3,10,6,8,8,29-38,Very nearby,0
39,No,Travel_Rarely,Research & Development,10,1,Medical,1,3,Male,Manager,Married,17068,1,Yes,14,21,3,21,9,11,10,39-48,nearby,0
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,1,3,Female,Laboratory Technician,Single,2455,0,No,19,9,3,8,7,1,7,39-48,nearby,0
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,1,3,Female,Healthcare Representative,Single,13964,7,Yes,12,25,3,7,1,0,7,49-58,Very nearby,0
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,1,3,Male,Research Scientist,Married,4941,2,No,15,11,2,8,2,7,7,49-58,Very nearby,1
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,3,Female,Research Scientist,Single,2478,1,Yes,12,4,2,4,3,1,2,18-28,Very nearby,0
32,No,Travel_Rarely,Sales,8,2,Technical Degree,1,3,Female,Sales Executive,Married,5228,1,Yes,11,13,3,13,12,11,9,29-38,Very nearby,0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,1,4,Male,Sales Executive,Single,4478,1,Yes,11,5,3,5,4,0,4,18-28,Very nearby,0
31,No,Travel_Rarely,Sales,7,3,Marketing,1,4,Male,Sales Executive,Divorced,7547,4,No,12,13,3,7,7,1,7,29-38,Very nearby,0
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,1,Female,Research Scientist,Single,5055,7,No,16,10,2,7,7,0,7,29-38,Very nearby,0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,1,Male,Research Scientist,Married,3464,5,Yes,13,5,2,3,2,2,2,29-38,Very nearby,1
30,No,Travel_Rarely,Research & Development,28,2,Medical,1,4,Female,Research Scientist,Married,5775,1,No,13,11,3,10,8,1,9,29-38,very far,0
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,1,3,Female,Manufacturing Director,Married,8943,1,No,24,10,3,10,9,8,9,29-38,Very nearby,0
39,No,Travel_Frequently,Research & Development,7,2,Medical,1,3,Male,Manager,Married,19272,1,No,15,21,3,21,9,13,3,39-48,Very nearby,0
